user_id,gender,school_id,grade,total_votes_received,opposite_votes_received,opposite_vote_ratio
868695,F,352.0,1.0,69,3,0.043478260869565216
868804,M,271.0,1.0,198,35,0.17676767676767677
869250,F,369.0,2.0,452,125,0.27654867256637167
869264,M,369.0,2.0,393,102,0.2595419847328244
869580,F,4516.0,1.0,682,245,0.3592375366568915
869600,M,4516.0,1.0,161,71,0.4409937888198758
869746,F,369.0,2.0,98,16,0.16326530612244897
869969,M,271.0,1.0,107,19,0.17757009345794392
870172,M,369.0,2.0,224,80,0.35714285714285715
870224,F,369.0,1.0,267,38,0.14232209737827714
870326,F,369.0,2.0,625,170,0.272
870328,F,4516.0,1.0,170,90,0.5294117647058824
870345,F,352.0,1.0,283,128,0.45229681978798586
870402,M,4516.0,1.0,241,88,0.3651452282157676
871136,F,369.0,2.0,294,54,0.1836734693877551
871214,F,271.0,1.0,41,3,0.07317073170731707
871299,F,271.0,2.0,27,14,0.5185185185185185
871346,F,4516.0,2.0,193,45,0.23316062176165803
871350,M,4516.0,1.0,262,58,0.22137404580152673
871407,M,271.0,1.0,28,10,0.35714285714285715
871458,F,369.0,2.0,340,138,0.40588235294117647
871474,F,4516.0,2.0,267,46,0.17228464419475656
871477,M,4516.0,2.0,635,220,0.3464566929133858
871489,F,4516.0,1.0,87,44,0.5057471264367817
871531,M,4516.0,2.0,71,2,0.028169014084507043
871544,F,4516.0,1.0,144,44,0.3055555555555556
871551,F,4516.0,1.0,246,76,0.3089430894308943
871594,M,4516.0,2.0,462,60,0.12987012987012986
871596,M,4516.0,2.0,186,66,0.3548387096774194
871609,M,369.0,2.0,291,58,0.19931271477663232
871610,F,271.0,2.0,41,0,0.0
871647,F,4516.0,3.0,46,2,0.043478260869565216
871690,F,4516.0,2.0,175,65,0.37142857142857144
871779,F,4516.0,1.0,286,168,0.5874125874125874
871797,F,4516.0,1.0,129,24,0.18604651162790697
871825,F,4516.0,2.0,181,58,0.32044198895027626
871829,F,4516.0,2.0,81,13,0.16049382716049382
871913,M,369.0,1.0,515,234,0.45436893203883494
871940,M,4516.0,2.0,326,130,0.3987730061349693
871953,F,271.0,1.0,27,0,0.0
871962,F,369.0,1.0,235,81,0.3446808510638298
871993,M,369.0,2.0,230,162,0.7043478260869566
872016,F,4516.0,1.0,309,112,0.36245954692556637
872028,F,4516.0,1.0,137,30,0.21897810218978103
872030,F,4516.0,1.0,186,19,0.10215053763440861
872086,F,271.0,1.0,58,9,0.15517241379310345
872172,M,4516.0,1.0,215,14,0.06511627906976744
872189,M,271.0,2.0,46,0,0.0
872191,F,4516.0,1.0,90,59,0.6555555555555556
872237,F,4516.0,1.0,270,76,0.2814814814814815
872289,M,369.0,1.0,311,224,0.7202572347266881
872302,M,4516.0,2.0,106,43,0.4056603773584906
872384,F,4516.0,2.0,119,71,0.5966386554621849
872388,F,271.0,2.0,57,16,0.2807017543859649
872443,M,369.0,1.0,263,100,0.38022813688212925
872459,M,271.0,1.0,62,18,0.2903225806451613
872460,F,271.0,1.0,98,27,0.2755102040816326
872539,F,271.0,2.0,41,0,0.0
872543,M,4516.0,1.0,340,151,0.4441176470588235
872576,M,4516.0,1.0,143,51,0.35664335664335667
872759,M,4516.0,1.0,140,38,0.2714285714285714
872766,F,271.0,2.0,42,4,0.09523809523809523
872877,F,4516.0,1.0,153,70,0.45751633986928103
872918,F,369.0,1.0,296,138,0.46621621621621623
872958,F,4516.0,1.0,228,18,0.07894736842105263
872980,M,369.0,2.0,300,79,0.2633333333333333
872991,F,369.0,2.0,527,155,0.29411764705882354
873062,F,4516.0,1.0,189,58,0.30687830687830686
873063,F,4516.0,1.0,200,88,0.44
873072,M,369.0,1.0,85,7,0.08235294117647059
873080,M,369.0,1.0,471,277,0.5881104033970276
873093,M,369.0,2.0,172,71,0.4127906976744186
873096,F,4516.0,2.0,163,47,0.2883435582822086
873102,M,369.0,2.0,286,100,0.34965034965034963
873104,F,4516.0,1.0,291,74,0.2542955326460481
873106,F,369.0,1.0,169,1,0.005917159763313609
873157,F,4516.0,2.0,40,7,0.175
873168,M,4516.0,2.0,200,18,0.09
873199,F,369.0,1.0,421,161,0.3824228028503563
873211,M,369.0,1.0,169,20,0.11834319526627218
873222,M,369.0,1.0,347,205,0.590778097982709
873233,F,369.0,1.0,294,32,0.10884353741496598
873236,F,369.0,1.0,25,9,0.36
873240,F,369.0,1.0,163,52,0.31901840490797545
873252,M,369.0,1.0,147,93,0.6326530612244898
873256,F,4516.0,1.0,232,99,0.4267241379310345
873259,F,4516.0,2.0,970,274,0.2824742268041237
873265,F,369.0,2.0,397,122,0.30730478589420657
873269,F,4516.0,1.0,155,27,0.17419354838709677
873292,F,4516.0,1.0,195,41,0.21025641025641026
873349,F,369.0,2.0,730,404,0.5534246575342465
873357,F,369.0,1.0,145,9,0.06206896551724138
873368,F,369.0,1.0,135,43,0.31851851851851853
873369,F,369.0,1.0,250,20,0.08
873373,F,369.0,1.0,116,33,0.28448275862068967
