user_id,total_votes,unique_days,first_vote,last_vote,active_days,cohort_day,retention_day8,ret_group,ret_group_over,ret_group_under,gender,group_id,school_id,grade
849670,154,5,2023-04-28,2023-05-04,6,2023-04-28,0.56,50 이상,50 이상,,F,603.0,271.0,2.0
849682,118,9,2023-04-28,2023-05-21,23,2023-04-28,0.56,50 이상,50 이상,,F,3947.0,271.0,2.0
849692,589,10,2023-04-28,2023-05-07,9,2023-04-28,0.56,50 이상,50 이상,,M,603.0,271.0,2.0
849762,250,11,2023-04-28,2023-05-16,18,2023-04-28,0.56,50 이상,50 이상,,M,356.0,271.0,2.0
849864,315,11,2023-04-28,2023-05-11,13,2023-04-28,0.56,50 이상,50 이상,,M,4048.0,271.0,2.0
849922,507,9,2023-04-28,2023-05-08,10,2023-04-28,0.56,50 이상,50 이상,,M,3944.0,271.0,2.0
849928,34,9,2023-04-28,2023-05-16,18,2023-04-28,0.56,50 이상,50 이상,,M,356.0,271.0,2.0
849938,47,10,2023-04-28,2023-05-17,19,2023-04-28,0.56,50 이상,50 이상,,M,356.0,271.0,2.0
849946,79,5,2023-04-28,2023-05-05,7,2023-04-28,0.56,50 이상,50 이상,,F,356.0,271.0,2.0
849963,286,11,2023-04-28,2023-05-15,17,2023-04-28,0.56,50 이상,50 이상,,M,356.0,271.0,2.0
849974,672,23,2023-04-28,2023-05-25,27,2023-04-28,0.56,50 이상,50 이상,,M,3966.0,271.0,2.0
849977,143,5,2023-04-29,2023-05-03,4,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3950.0,271.0,2.0
849979,459,18,2023-04-28,2023-05-25,27,2023-04-28,0.56,50 이상,50 이상,,F,4048.0,271.0,2.0
849981,125,6,2023-04-28,2023-05-05,7,2023-04-28,0.56,50 이상,50 이상,,M,757.0,271.0,2.0
849983,196,8,2023-04-28,2023-05-15,17,2023-04-28,0.56,50 이상,50 이상,,M,3942.0,271.0,2.0
849995,564,19,2023-04-28,2023-05-24,26,2023-04-28,0.56,50 이상,50 이상,,F,3944.0,271.0,2.0
850006,166,8,2023-04-28,2023-05-09,11,2023-04-28,0.56,50 이상,50 이상,,M,3966.0,271.0,2.0
850007,463,12,2023-04-28,2023-05-14,16,2023-04-28,0.56,50 이상,50 이상,,F,3944.0,271.0,2.0
850031,805,27,2023-04-28,2023-05-25,27,2023-04-28,0.56,50 이상,50 이상,,M,757.0,271.0,2.0
850039,232,10,2023-04-28,2023-05-09,11,2023-04-28,0.56,50 이상,50 이상,,F,3940.0,271.0,2.0
850057,405,9,2023-04-28,2023-05-06,8,2023-04-28,0.56,50 이상,50 이상,,F,757.0,271.0,2.0
