user_id,total_votes,unique_days,first_vote,last_vote,active_days,cohort_day,retention_day8,ret_group,ret_group_over,ret_group_under,gender,group_id,school_id,grade,total_votes_received,opposite_votes_received,opposite_vote_ratio,same_gender_votes_received
850334,104,12,2023-04-29,2023-05-19,20,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3950.0,271.0,2.0,143,51,0.35664335664335667,92
850344,150,7,2023-04-29,2023-05-10,11,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,603.0,271.0,2.0,372,117,0.31451612903225806,255
850378,129,7,2023-04-29,2023-05-18,19,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3959.0,271.0,2.0,120,11,0.09166666666666666,109
850388,591,14,2023-04-29,2023-05-13,14,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,757.0,271.0,2.0,293,81,0.2764505119453925,212
850392,320,7,2023-04-29,2023-05-06,7,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3939.0,271.0,2.0,669,231,0.3452914798206278,438
850412,153,10,2023-04-29,2023-05-18,19,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3942.0,271.0,2.0,172,61,0.3546511627906977,111
850413,511,14,2023-04-29,2023-05-24,25,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3966.0,271.0,2.0,182,44,0.24175824175824176,138
850429,218,8,2023-04-29,2023-05-16,17,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3939.0,271.0,2.0,50,17,0.34,33
850435,127,5,2023-04-29,2023-05-24,25,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3939.0,271.0,2.0,52,29,0.5576923076923077,23
850457,149,9,2023-04-29,2023-05-20,21,2023-04-29,0.5151515151515151,50 이상,50 이상,,M,3966.0,271.0,2.0,608,205,0.3371710526315789,403
850475,263,12,2023-04-29,2023-05-14,15,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,4127.0,271.0,1.0,213,71,0.3333333333333333,142
850526,67,11,2023-05-08,2023-05-24,16,2023-05-08,0.4899328859060403,50 미만,,50 미만,M,3953.0,271.0,3.0,24,18,0.75,6
850536,28,5,2023-04-29,2023-05-06,7,2023-04-29,0.5151515151515151,50 이상,50 이상,,F,3947.0,271.0,2.0,108,20,0.18518518518518517,88
